,title
1344,Oath of the Horatii
1345,Tartuffe
1346,Nikolay Ivanovich Lobachevsky
1347,Blessed Anna Katharina Emmerick
1348,Leonard Baskin
1349,raspy cricket
1350,fayalite
1351,negative
1352,Raj Reddy
1353,Te Matatini
1354,Józef Piłsudski
1355,analogy
1356,bioengineering
1357,Cerro de Pasco
1358,Theseum
1359,The Wife of Baths Tale
1360,University of Tennessee
1361,Jack Lemmon
1362,law code
1363,Constantine (XI) Lascaris
1364,Sumner Redstone
1365,capacitor dielectric and piezoelectric ceramics
1366,George Blanda
1367,Pollentia
1368,Cape Coral
1369,Detroit River
1370,Ramnath Goenka
1371,Mary Austin
1372,Narraganset
1373,United Free Church of Scotland
1374,Daphnis and Chloe
1375,oil extraction
1376,Ruggero Leoncavallo
1377,tennō
1378,umbrella pine
1379,Clarina Irene Howard Nichols
1380,leopard frog
1381,Seneca
1382,utopian socialism
1383,caraway
1384,St. Valentines Day Massacre
1385,Ann Griffiths
1386,Tall al-ʿUbayd
1387,stylite
1388,United Evangelical Lutheran Church of Germany
1389,David Bowie
1390,fulling
1391,Wujing
1392,John Gardner
1393,Manhattan Project
1394,black pudding
1395,Lucius Licinius Crassus
1396,Vathek
1397,Reiyū-kai
1398,Ljubomir Davidović
1399,nutcracker
1400,Adriaen van Ostade
1401,Organization for Security and Co-operation in Europe
1402,Vance Palmer
1403,Théophile Delcassé
1404,Indian rhinoceros
1405,ani
1406,mountain man
1407,Ionic alphabet
1408,Ise Shintō
1409,spoonworm
1410,Panjgūr
1411,scenario
1412,Bob Beamon
1413,Alismataceae
1414,"Four Fugitive Pieces, Op. 15"
1415,Wang Wei
1416,Korčula
1417,Kanmon Tunnel
1418,Fritz Haber
1419,green manure
1420,Mossi
1421,Tito Puente
1422,Tennessee walking horse
1423,Phrynichus Arabius
1424,Antonio Vivarini
1425,Maithili language
1426,Edward IV
1427,The Lady of Shalott
1428,Nihon keizai shimbun
1429,egg tooth
1430,Yamato Takeru
1431,space exploration
1432,Voynich manuscript
1433,Limoges ware
1434,Twenty-sixth Amendment
1435,deva
1436,Harvey Ellis
1437,Cabot family
1438,Pat Nixon
1439,Émile Vandervelde
1440,hawk
1441,Alexander Campbell
1442,Agostino Depretis
1443,Gian Giorgio Trissino
1444,Lonsdale Belt
1445,Chhatak
1446,Juniata
1447,Alice Cunningham Fletcher
1448,Battle of the Chesapeake
1449,sensitivity and specificity
1450,cutaneous leishmaniasis
1451,foundations of mathematics
1452,wound
1453,George Brown
1454,Vasily Mikhaylovich Golovnin
1455,Dadabhai Naoroji
1456,Americas Best Comics
1457,Itagüí
1458,The X-Files
1459,Yekaterina Vasilyevna Geltzer
1460,Margrethe II
1461,squaring
1462,valence
1463,affix
1464,nebulium
1465,Saturn
1466,The Bride of the Innisfallen
1467,Carlo Giuseppe Guglielmo Botta
1468,Constructivism
1469,"John Digby, 1st earl of Bristol"
1470,Blessed Urban V
1471,William Spratling
1472,Nicetas Choniates
1473,chimaera
1474,14th Dalai Lama
1475,Bonaire
1476,ide
1477,nyala
1478,24
1479,John Florio
1480,coffee roasting
1481,Thutmose II
1482,Joseph Lieberman
1483,Walter Camp
1484,sievert
1485,bowling
1486,Great Eastern
1487,Uist
1488,Taizhou
1489,"Richard Neville, 16th earl of Warwick"
1490,Kyakhta
1491,Nicholas Of Clémanges
1492,Alexis Carrel
1493,Arthur M. Sackler
1494,Dell Inc.
1495,Appenzell Inner-Rhoden
1496,Lucio Gutiérrez
1497,Abbott Lawrence
1498,"Friedrich Melchior, baron von Grimm"
1499,Victor Gruen
1500,Jansenism
1501,Luciano Bianciardi
1502,Caledonia
1503,Mount Nebo
1504,du Pont Family
1505,AEG AG
1506,punto a groppo
1507,Louis-Jean Desprez
1508,Ruhollah Khomeini
1509,Canosa di Puglia
1510,Puerto Cortés
1511,Synod of Alexandria
1512,Bug River
1513,psaltery
1514,Robert McAlmon
1515,protoplanet
1516,John Colet
1517,Calvagh ODonnell
1518,Marthinus Theunis Steyn
1519,babbitt metal
1520,Ouagadougou
1521,nationalization
1522,fusain
1523,Latin American literature
1524,James Martin Stagg
1525,Frederick Griffith
1526,antiferromagnetism
1527,Dorothy Wordsworth
1528,Babe Didrikson Zaharias
1529,Oberto I
1530,Bharatpur
1531,Birdman of Alcatraz
1532,joint venture
1533,Polemoniaceae
1534,Giovanni Bellini
1535,Gustav Stickley
1536,bhakti
1537,Sioux
1538,Rómulo Betancourt
1539,unemployment rate
1540,Clayton Kershaw
1541,sea robin
1542,Roland Matthes
1543,Frank Shorter
1544,Pra
1545,Meleager
1546,melody
1547,András Balczó
1548,Abraham Janssens
1549,brattishing
1550,The Book of Malachi
1551,ultraviolet lamp
1552,Severinus
1553,Helena Modjeska
1554,education novel
1555,Grace Abounding
1556,National Radio Astronomy Observatory
1557,Gardasil
1558,Makassar Strait
1559,Studies in Classic American Literature
1560,Brooks Adams
1561,The Comedy of Errors
1562,coif
1563,curriculum vitae
1564,Aḥmad Mūsā
1565,epilepsy
1566,kidnapping
1567,nitrocellulose
1568,piscina
1569,Vishnu
1570,Anna Harrison
1571,scarab
1572,Morelia
1573,Lionel Richie
1574,Montagnana
1575,Russian Revolution
1576,Henry Knowles Beecher
1577,Adam Krieger
1578,sinusitis
1579,Easy Rider
1580,pleura
1581,coercion
1582,Arms and the Man
1583,Rotorua
1584,cinnamon
1585,Diet
1586,Sir Earle Page
1587,Kuiper Airborne Observatory
1588,Slave
1589,Pilibhit
1590,Emperor Norton
1591,Bert Williams
1592,obstetric fistula
1593,electronegativity
1594,amphetamine
1595,petroleum refining
1596,Kasturba Gandhi
1597,cholesterol
1598,Brindisi
1599,West Lafayette
1600,"Jean-Baptiste-Antoine-Marcelin, baron de Marbot"
1601,Étienne-François Geoffroy
1602,Kilkeel
1603,Pandoras Box
1604,Alasdair Gray
1605,Homburg
1606,Samuel Arnold
1607,Ronald Colman
1608,Edda
1609,Whirlwind
1610,hellanodikai
1611,Romsey
1612,Albion Fellows Bacon
1613,Luoyang
1614,cephalin-cholesterol flocculation
1615,Chagres River
1616,Web script
1617,Gerard Barnes Lambert
1618,Renata Tebaldi
1619,Jennie Gerhardt
1620,Hariprasad Chaurasia
1621,ignitron
1622,Richard I
1623,jumping spider
1624,Heidelberg Catechism
1625,Plain of Sharon
1626,Lucius Annaeus Cornutus
1627,Howe Caverns
1628,Siege of Aornos
1629,Louis MacNeice
1630,sapropel
1631,interior design
1632,Johan Herman Wessel
1633,La Grande Encyclopédie
1634,Uruguay River
1635,musk
1636,deus ex machina
1637,playa
1638,Muskogean languages
1639,Western red cedar
1640,Simon Raven
1641,Ngorongoro Crater
1642,Jean Bourgain
1643,Robert Irwin
1644,Great Man-Made River
1645,Aleksey Vasilyevich Koltsov
1646,Libby Trickett
1647,Victor Amadeus III
1648,Miracle on 34th Street
1649,Hugo Bánzer Suárez
1650,Aspen
1651,Radiohead
1652,Valle del Cauca
1653,minoxidil
1654,J. Fraser Stoddart
1655,populism
1656,John Needham
1657,Virginia Louisa Minor
1658,lobopod
1659,pelota
1660,Johnes disease
1661,mezuzah
1662,South Asia
1663,Wilderness Act
1664,Luca Giordano
1665,Asian tree mouse
1666,Thomas Goodwin
1667,Konrad Wachsmann
1668,di
1669,gangsta rap
1670,Katherine Philips
1671,mole cricket
1672,beast fable
1673,Sir Henry Barkly
1674,Svetlana Beriosova
1675,Vauxhall
1676,Heinrich Brüning
1677,Meseret Defar
1678,Battle of Solferino
1679,steeple
1680,Amistad mutiny
1681,Giants in the Earth
1682,techno
1683,astronomical map
1684,social network
1685,Friedrich Miescher
1686,venous sinus
1687,Thomas Creevey
1688,L. Martov
1689,Félix-Antoine Savard
1690,germander
1691,sinus squeeze
1692,Ellen Glasgow
1693,Christian Social Union
1694,Anglo-Indian
1695,Colin Wilson
1696,tantalite
1697,Saint Marylebone
1698,Dwyane Wade
1699,Parry Sound
1700,Campbell River
1701,Ehud
1702,Val-dOr
1703,Nemanjić Dynasty
1704,Bruce Alberts
1705,Jack Lovelock
1706,Shanghai
1707,Adolphe Adam
1708,lava
1709,Sorø
1710,ego death
1711,Clapham Sect
1712,steak and kidney pie
1713,Chet Baker
1714,sakkos
1715,pneumatic device
1716,mass number
1717,Whitehaven
1718,Herbert Bayer
1719,East Tennessee State University
1720,safety glass
1721,ombres chinoises
1722,Bocchus I
1723,hornpipe
1724,radiation pressure
1725,Edward L. Tatum
1726,yard-of-ale glass
1727,Esslingen
1728,Emlyn Williams
1729,S.R. Srinivasa Varadhan
1730,Madīnat Khāmastāshar Māyo
1731,Cohens v. Virginia
1732,Zile
1733,For a Few Dollars More
1734,Sutoku
1735,Richard Porson
1736,American Idol
1737,Willi Hennig
1738,ark
1739,ectoplasm
1740,Laos
1741,Stańczyk
1742,Albert F. Frey-Wyssling
1743,Mr. Merdle
1744,Saint Sergius I
1745,Krasnoyarsk
1746,Sicily
1747,Bandama River
1748,Cassander
1749,blue-eyed grass
1750,Getxo
1751,al-Hamadānī
1752,Kālacakra-tantra
1753,Helmold Of Bosau
1754,Spurn Head
1755,The Overcoat
1756,Undenominational Fellowship of Christian Churches and Churches of Christ
1757,Mei Juecheng
1758,Pakicetus
1759,Princess Charlotte Bay
1760,timberline
1761,Morimura Yasumasa
1762,Vita Sackville-West
1763,Omar Bradley
1764,Sligo Bay
1765,wandering bishop
1766,Baptiste
1767,Fauvism
1768,Thomas Cup
1769,sea cow
1770,Ratramnus
1771,Capitoline Museums
1772,amphipod
1773,Theobald Smith
1774,cyanine dye
1775,Gerardus t Hooft
1776,Mahilyow
1777,Saint Richard of Chichester
1778,Donatist
1779,Portnoys Complaint
1780,Takuan Sōhō
1781,Harvey Milk
1782,motorboat
1783,Two Women
1784,Fred Gwynne
1785,International Astronomical Union
1786,Al-Muʿallaqāt
1787,Lambert Simnel
1788,ʿAbd Allāh
1789,Guo Songtao
1790,samāʿ
1791,hawkweed
1792,citizenship
1793,remoulade
1794,indeterminate sentence
1795,heptathlon
1796,William Alabaster
1797,Vilnius
1798,Gunnerales
1799,United States presidential election of 1856
1800,lugworm
1801,Jacques-Joseph Champollion-Figeac
1802,aviary
1803,Works Progress Administration
1804,William Strode
1805,emergency powers
1806,cortile
1807,Rugby Union World Cup
1808,Pedro de Mena
1809,chive
1810,Amanda Gorman
1811,Selma
1812,Mohawk River
1813,Ninsei
1814,"Charles Hardinge, 1st Baron Hardinge"
1815,Ladislas I
1816,leaf-nosed snake
1817,Mary Surratt
1818,Larry Adler
1819,The Death of the Hired Man
1820,Chosen Women
1821,Holyoke
1822,interval
1823,Sancho I
1824,"Hanson, Pauline Lee"
1825,Margaret Morris
1826,Paul Cuffe
1827,Nikolay Bukharin
1828,Walter Gieseking
1829,Bill Sikes
1830,Labrador Current
1831,naumachia
1832,Diedrich Westermann
1833,Eyre Peninsula
1834,Microsoft PowerPoint
1835,Linzi
1836,Antony Tudor
1837,national monument
1838,johannsenite
1839,Pategi
1840,Bugis
1841,Guido Reni
1842,Alexander Bain
1843,hawthorn
1844,Bremer Beiträger
1845,ecosystem services
1846,H.L. Bateman
1847,William Paul Thurston
1848,Abolhasan Bani-Sadr
1849,Abomey
1850,Ciudad Bolívar
1851,CoRoT
1852,Shiba Inu
1853,Jalandhar
1854,Nicéphore Niépce
1855,Museum of Latin American Art of Buenos Aires
1856,Fly River
1857,Eric Bentley
1858,Armenian language
1859,Magellanic penguin
1860,Corriere della Sera
1861,metamorphic rock
1862,Endre Ady
1863,Pelotas River
1864,Jane Smiley
1865,Leo XI
1866,Parmigianino
1867,Marne River
1868,Theobald Boehm
1869,Clitunno River
1870,Bill Brandt
1871,legal aid
1872,linden
1873,Tumuc-Humac Mountains
1874,The Pied Piper of Hamelin
1875,Cocos Island
1876,Vitali Klitschko
1877,Stopping by Woods on a Snowy Evening
1878,"RJR Nabisco, Inc."
1879,Scotia Sea
1880,lithiophilite
1881,Juan Gelman
1882,dipteran
1883,Effon-Alaiye
1884,Minamoto Yorinobu
1885,bot fly
1886,Colorado tick fever
1887,Fitzroy River
1888,Abraham bar Hiyya
1889,WWF
1890,Edvard Beneš
1891,BBVA SA
1892,Jean-Baptiste Boussingault
1893,Mataura River
1894,fetal alcohol syndrome
1895,Safavid dynasty
1896,Sir Cornelius Vermuyden
1897,Homerian Stage
1898,Pancasila
1899,Stefan Dušan
1900,kidney stone
1901,Evangeline Cory Booth
1902,Steve Waugh
1903,Joseph Auslander
1904,William Cartwright
1905,Manx language
1906,Antoine Le Pautre
1907,Don Camillo
1908,Steingrímur Thorsteinsson
1909,Omdurman
1910,fatty acid
1911,Hebrew Union College–Jewish Institute of Religion
1912,leg
1913,Chicago Marathon
1914,J.H. Thomas
1915,Norman Lindsay
1916,Edward Albert Feigenbaum
1917,Eric S. Maskin
1918,caduceus
1919,Residence on Earth
1920,barn
1921,Battle of Lodi
1922,neurofibromatosis
1923,grande cuisine
1924,William Eaton Chandler
1925,Oriente
1926,fiscal year
1927,The Borrowers
1928,dictator
1929,beak style
1930,councils of Ephesus
1931,Paraguay
1932,heresy
1933,capelin
1934,Powhatan War
1935,Joe Cocker
1936,Georgian Bay
1937,The Red Violin
1938,Jesuit Estates controversy
1939,fasti
1940,lymphocyte
1941,Tsugaru Strait
1942,Marshall B. Clinard
1943,Lindisfarne raid
1944,Ron Wyden
1945,Gustav IV Adolf
1946,Xavi
1947,voter ID law
1948,seismograph
1949,Khāqānī
1950,Lene Hau
1951,international payment and exchange
1952,Arne Tiselius
1953,automaton
1954,International Refugee Organization
1955,Khilafat movement
1956,Mola di Bari
1957,Leyte
1958,Flora Nwapa
1959,fundamentalism
1960,Chrysler
1961,Seki Takakazu
1962,Sir Thomas North
1963,Henry James
1964,Mildura
1965,Francis Xavier Ford
1966,criterion of falsifiability
1967,Jacques Monod
1968,Lelystad
1969,"Paul, knight von Feuerbach"
1970,Arrigo Caterino Davila
1971,extermination camp
1972,borage
1973,civic virtue
1974,Bastet
1975,Friedrich Konrad Beilstein
1976,Saint Hilda of Whitby
1977,target theory
1978,Oio
1979,Samuel Eliot Morison
1980,ranger
1981,Jan Zamoyski
1982,Womens Armed Services Integration Act
1983,abbot
1984,whaling
1985,lazulite
1986,Mount Tahan
1987,warrant
1988,Mayadhar Raut
1989,Jonestown
1990,"Ferenc Rákóczi, II"
1991,Russell Cave National Monument
1992,singular solution
1993,transient receptor potential channel
1994,Östersund
1995,Manzanillo
1996,id
1997,gibberellin
1998,The Notorious B.I.G.
1999,Pacific Ocean
2000,Jacobite
2001,Darriwilian Stage
2002,Alysa Stanton
2003,Munich Philharmonic Orchestra
2004,Medicine Bow Mountains
2005,Delia
2006,euchre
2007,snuffbox
2008,Margaret Beckett
2009,saiga
2010,computer scripting language
2011,Novo Mesto
2012,witchcraft
2013,minority
2014,Andrey Sakharov
2015,Nkhata Bay
2016,Anti-Fascist Council for the National Liberation of Yugoslavia
2017,Epsom and Ewell
2018,electroless plating
2019,popular front
2020,Elbląg
2021,Gorontalo
2022,Arnold Zweig
2023,fibrous dysplasia
2024,Abancay
2025,H.L. Callendar
2026,Joseph Hall
2027,Nicol David
2028,crown land
2029,Philippine Sea
2030,Louis-Antoine Ranvier
2031,Minnesota Vikings
2032,anticonsumerism movement
2033,cummingtonite
2034,A. Philip Randolph
2035,Castletown
2036,Nigel Dennis
2037,Edward B. Lewis
2038,Charles Percier and Pierre Fontaine
2039,shark
2040,rack and pinion
2041,Popular Front for the Liberation of Palestine
2042,St. Vardan Mamikonian
2043,Emma Stone
2044,Teleorman
2045,Sankt Pölten
2046,Western Isles
2047,Jonah crab
2048,rocaille
2049,Achernar
2050,Saint Boniface I
2051,Christian Dior
2052,German Civil Code
2053,Hanumangarh
2054,Clifford Douglas
2055,floor exercise
2056,Kid Curry
2057,Juan María Bordaberry Arocena
2058,virtual reality
2059,steer roping
2060,John Tate
2061,Volkhov River
2062,Turdidae
2063,nighthawk
2064,redshank
2065,Hue
2066,Catawba
2067,"John Montagu, 4th earl of Sandwich"
2068,lapwing
2069,Magdalena del Mar
2070,Charles Frederick Worth
2071,Renenutet
2072,Anne Jane Hartley Gilbert
2073,The West Wing
2074,trimurti
2075,salutary neglect
2076,Slieve Croob
2077,Fazlur R. Khan
2078,University of Siena
2079,Jacques-Pierre Brissot
2080,incrementalism
2081,Suzan-Lori Parks
2082,Sidney Poitier
2083,birch mouse
2084,Evan Lysacek
2085,Diprotodon
2086,James Abercrombie
2087,Adagio for Strings
2088,Jacobus De Voragine
2089,Bistrița
2090,Tom Seaver
2091,Tumulus period
2092,Tom Browns School Days
2093,retrograde motion
2094,Fanny Cerrito
2095,Ussuri River
2096,electrical shock
2097,Merseyside
2098,Hermann Von Salza
2099,Allobroges
2100,Carabiniere
2101,E.E. Smith
2102,James Bridie
2103,John L. Worden
2104,Henry Duncan Graham Crerar
2105,Nîmes
2106,Molasses Act
2107,Carnian Stage
2108,Torrents of Spring
2109,radiology
2110,Lillebonne
2111,Grand Turk
2112,Mekong River
2113,Poissy
2114,marble bone disease
2115,kachina
2116,Shigemitsu Mamoru
2117,James Rowland Angell
2118,Ramses II
2119,T.M. Aluko
2120,Uniform Marital Property Act
2121,Niuafoʿou
2122,olive shell
2123,pontifex
2124,Ismāʿīl I ibn Aḥmad
2125,bastard toadflax
2126,Gotō Shōjirō
2127,"Richard Woodville, 1st Earl Rivers"
2128,senryu
2129,Ore Mountains
2130,square root
2131,Riccardo Bacchelli
2132,"William George Arthur Ormsby-Gore, 4th Baron Harlech"
2133,Sandusky
2134,Womens British Open
2135,carpal bone
2136,Zuiderzee floods
2137,Cottbus
2138,"John Allse Brook Simon, 1st Viscount Simon"
2139,Gillian Anderson
2140,Paul Watson
2141,Conchidium
2142,Alessandro Volta
2143,African Meeting House
2144,African cypress
2145,Piura
2146,Richard Rolle
2147,chlorophyll
2148,Women of All Red Nations
2149,human sensory reception
2150,André Parmentier
2151,fermion
2152,Landscape with the Fall of Icarus
2153,consumer good
2154,artificial organ
2155,immunity
2156,frog
2157,cashew
2158,human sacrifice
2159,Diana Krall
2160,Sumra family
2161,Ariel
2162,"James Hamilton, 3rd earl of Arran"
2163,Paolo Frisi
2164,emphyteusis and superficies
2165,arum
2166,Oregon grape
2167,Georg Büchner
2168,Jackson Hole National Monument
2169,Loxsomataceae
2170,Henry Condell
2171,William Hanna
2172,SMART-1
2173,"Louis I de Lorraine, cardinal de Guise"
2174,The House by the Medlar Tree
2175,Kōtoku Shūsui
2176,coral snake
2177,"Auguste-Gaspard-Louis, Baron Desnoyers"
2178,Envigado
2179,Isles of Scilly
2180,myopia
2181,Lady Honoria Dedlock
2182,Caroline Herschel
2183,Youghal
2184,Nicholas V
2185,József Antall
2186,leap year
2187,Linggadjati Agreement
2188,tosafot
2189,Puu Kukui
2190,Muromachi period
2191,Kasai River
2192,white cloud mountain minnow
2193,écorché
2194,Gnaeus Papirius Carbo
2195,Marist Brother
2196,Ludwig Windthorst
2197,Hendrick de Keyser
2198,Spanish treasure fleet
2199,Hazara
2200,Eleuthérios Venizélos
2201,blood doping
2202,Oder River
2203,canzona
2204,crowberry
2205,Cindy Sheehan
2206,Every Man out of His Humour
2207,Jhabua
2208,Kolkhida
2209,democratic peace
2210,Jessamyn West
2211,artemisinin
2212,John Alden and Priscilla Alden
2213,Lamashtu
2214,Bushrod Washington
2215,Yonaguni Monument
2216,Eric Betzig
2217,lincosamide
2218,Saint Theophilus of Alexandria
2219,River Tyne
2220,Karl Weierstrass
2221,Alpujarra rug
2222,Hindu Kush
2223,Mike Ditka
2224,Book of Zephaniah
2225,coinage
2226,Kyustendil
2227,pyrochlore
2228,Caroline Julia Bartlett Crane
2229,South Dakota State University
2230,infant perception
2231,Iberian
2232,Johannes von Tepl
2233,Lop Nur
2234,Horn Concerto No. 1 in E-flat Major
2235,William Edward Hartpole Lecky
2236,Lutheran World Federation
2237,High Court of Justice
2238,Alaşehir
2239,Valentin Petrovich Glushko
2240,ultra-Orthodox Judaism
2241,Stokely Carmichael
2242,Srirangam
2243,sapropelic coal
2244,armlet
2245,irrational number
2246,Sekondi-Takoradi
2247,Giovanni Giolitti
2248,Phoenix Islands
2249,Forty Martyrs of England and Wales
2250,Polish checkers
2251,September 11 attacks
2252,Police Zone
2253,unit train
2254,Lake Eyasi
2255,Godoy Cruz
2256,Buddhist meditation
2257,Black Range
2258,Halifax explosion
2259,Yates
2260,Yukaghir
2261,Qianlong
2262,Speedwriting
2263,formula weight
2264,Pacific Grove
2265,Hispano-Moresque ware
2266,Maximilian III Joseph
2267,Constitutional Union Party
2268,squall
2269,Ernst Wilhelm Hengstenberg
2270,Jalor
2271,Rūdnyy
2272,Tucker porcelain
2273,Adenet Le Roi
2274,probability theory
2275,Familist
2276,Wurlitzer Family
2277,Battle of Navarino
2278,voyeurism
2279,Leonard Cohen
2280,Sjögren syndrome
2281,Marie-Antoinette
2282,siderite
2283,Argo
2284,Darwins frog
2285,Joaquim Maria Machado de Assis
2286,capital and interest
2287,essential oil
2288,Carl Byoir
2289,the Mekons
2290,Penneru River
2291,Tripolitania
2292,Thirty Tyrants
2293,Gamaliel Bailey
2294,Dombrock blood group system
2295,wattlebird
2296,tala
2297,Anil Kumar Agarwal
2298,Hans Axel von Fersen
