articleId,title,lastUpdated
1116,Perry,2021-06-30
1117,Battle of Perryville,2021-06-30
1119,Persian deer,2021-06-30
1120,persona,2021-06-30
1121,persona,2021-06-30
1122,Alessandro Pertini,2021-06-30
1123,Laurence J. Peter,2021-06-30
1124,Pham Hung,2021-06-30
1126,Philadelphus,2021-06-30
1127,Philanthropinum,2021-06-30
1128,Paul-Louis-Félix Philastre,2021-06-30
1129,Phonofilm,2021-06-30
1130,phoresy,2021-06-30
1131,physiognomy,2021-06-30
1132,Phytolaccaceae,2021-06-30
1133,pi theorem,2021-06-30
1134,piazza,2021-06-30
1135,Astor Piazzolla,2023-01-25
1136,Molly Picon,2021-06-30
1137,Bianzong lun,2021-06-30
1138,Pike,2021-06-30
1139,Pimen,2021-06-30
1140,pinch effect,2021-06-30
1141,Pinxton porcelain,2021-06-30
1142,Pocomtuc,2021-06-30
1143,point estimation,2022-08-04
1144,Jean Poiret,2021-06-30
1145,Jean-Pierre Ponnelle,2021-06-30
1146,William Harold Ponsford,2021-06-30
1147,Vasko Popa,2021-06-30
1148,Port Salut cheese,2023-04-28
1149,Pott disease,2021-06-30
1150,Potter,2021-06-30
1151,Poundmaker,2021-06-30
1152,Michael Powell,2021-06-30
1153,precedent,2021-06-30
1154,Emeric Pressburger,2021-06-30
1155,Jackie Presser,2023-05-05
1156,Robert Preston,2021-06-30
1157,Jean Price Mars,2021-06-30
1158,Reynolds Price,2021-06-30
1159,Sammy Price,2021-06-30
1160,Prince Georges,2021-06-30
1161,Sir John Pritchard,2021-06-30
1162,Frederic Prokosch,2021-06-30
1163,protamine,2021-06-30
1164,Providence,2021-06-30
1165,proving ground,2021-06-30
1166,provost,2021-06-30
1167,proximity fuze,2021-06-30
1168,Public Works of Art Project,2021-06-30
1169,puccoon,2021-06-30
1170,Qaṣr ʿAmrah,2021-06-30
1171,Percy Qoboza,2021-06-30
1172,Jânio da Silva Quadros,2021-06-30
1173,Quapaw,2021-06-30
1174,quartermaster,2021-06-30
1175,Queen Annes,2021-06-30
1176,Al Raby,2021-06-30
1177,Arthur Rackham,2021-06-30
1178,ragfish,2021-06-30
1179,ragged school,2021-06-30
1180,Bhagwan Shree Rajneesh,2023-04-07
1181,reactive dye,2021-06-30
1182,reactor,2021-06-30
1183,Ital Reding,2021-06-30
1184,Redonda,2021-06-30
1185,Steve Reich,2021-09-13
1186,Lee Remick,2021-06-30
1187,Rennes faience,2021-06-30
1188,city mission,2021-06-30
1189,revenue sharing,2021-06-30
1190,Buddy Rich,2021-06-30
1191,Irene Rich,2021-06-30
1192,Curt Paul Richter,2021-06-30
1193,Riley-Day syndrome,2021-06-30
1194,Yannis Ritsos,2021-06-30
1195,Ritz Brothers,2021-06-30
1196,Sir William Chandler Roberts-Austen,2021-06-30
1197,Richard Roberts,2021-06-30
1198,Robertsport,2021-06-30
1199,Yves-André Rocard,2021-06-30
1200,Rockingham,2021-06-30
1201,Gene Roddenberry,2021-06-30
1202,Rohilla War,2021-06-30
1203,Rolleiflex,2021-06-30
1204,roller printing,2021-06-30
1205,Rong Yiren,2021-06-30
1206,Rowlatt Acts,2021-06-30
1207,Royal Bank of Canada,2021-06-30
1208,Royal Botanic Gardens,2021-06-30
1209,Royal Niger Company,2021-06-30
1210,Erno Rubik,2021-06-30
1211,Rundi,2021-06-30
1212,runner,2021-06-30
1213,Russells viper,2021-06-30
1214,Russian chant,2021-06-30
1215,rust fly,2021-06-30
1216,rustic style,2021-06-30
1217,rustic ware,2021-06-30
1218,Anatoly Rybakov,2021-06-30
1219,Arthur M. Sackler,2021-06-30
1220,Adela Rogers St. Johns,2021-06-30
1221,Saint Marys,2021-06-30
1222,Saint Petersburg porcelain,2021-06-30
1223,Saint Petersburg State University,2021-06-30
1225,Saint-Porchaire faience,2021-06-30
1226,sakia,2021-06-30
1227,sakkos,2021-06-30
1228,Samadet faience,2021-06-30
1229,Samarkand ware,2021-06-30
1230,Duncan Sandys,2021-06-30
1231,Sennar Dam,2021-06-30
1232,Order of Santiago,2021-06-30
1233,Winthrop Sargeant,2021-06-30
1234,Martiros Saryan,2021-06-30
1235,Sasuntzi Davith,2021-06-30
1237,Henri Sauguet,2021-06-30
1238,Carlos Saura,2023-02-16
1239,sawing machine,2021-06-30
1240,scad,2021-06-30
1241,Franklin J. Schaffner,2021-06-30
1242,Scheies syndrome,2021-06-30
1243,Schleswig faience,2021-06-30
1244,Willem Schouten,2021-06-30
1245,E.F. Schumacher,2021-06-30
1246,Schuylkill,2021-06-30
1247,Scillitan Martyrs,2021-06-30
1248,scimitar-babbler,2021-06-30
1249,scintillation counter,2021-06-30
1250,Ridley Scott,2021-11-24
1251,Sheila Scott,2021-06-30
1252,Sir Peter Markham Scott,2021-06-30
1254,Mosque of Selim,2021-11-16
1255,Raúl Sendic,2021-06-30
1256,Serapias,2021-06-30
1257,Konstantin Mikhailovich Sergeyev,2021-06-30
1258,Seri,2021-06-30
1259,Peter Serkin,2021-06-30
1260,Rod Serling,2021-06-30
1261,Eric Sevareid,2021-06-30
1262,Delphine Seyrig,2023-03-14
1263,Granville Sharp,2021-06-30
1264,Irwin Shaw,2021-06-30
1265,William Shawn,2021-06-30
1266,Robert Shiels,2021-06-30
1267,Shillong Plateau,2021-06-30
1268,"Emanuel Shinwell, Baron Shinwell of Easington",2021-06-30
1269,Abraham Shlonsky,2021-06-30
1270,shufu ware,2021-06-30
1271,Don Siegel,2023-02-10
1272,sileh rug,2021-06-30
1273,silique,2021-06-30
1274,sinus squeeze,2021-06-30
1275,John Sirica,2021-06-30
1276,Douglas Sirk,2023-03-08
1277,Skunk River,2021-06-30
1278,Jack Slade,2021-06-30
1279,Joseph Roberts Smallwood,2021-06-30
1280,Smectymnuus,2021-06-30
1281,Seba Smith,2021-06-30
1282,Snyder,2021-06-30
1283,Sokol,2021-06-30
1284,solar,2021-06-30
1285,Solomon,2021-06-30
1286,solvolysis,2021-06-30
1287,Somerset,2021-06-30
1288,Somerset,2021-06-30
1289,soul loss,2021-06-30
1290,Soulbury Commission,2021-06-30
1291,specialty hair fibre,2021-06-30
1292,Spectacular Bid,2021-06-30
1293,spring beauty,2021-06-30
1294,spring peeper,2021-06-30
1295,Sre language,2021-06-30
1296,state,2021-06-30
1297,equation of state,2022-06-15
1298,Henryk Stażewski,2021-06-30
1299,steamer duck,2021-06-30
1300,stearyl alcohol,2021-06-30
1301,Steinheim skull,2021-06-30
1302,Patrick Steptoe,2021-06-30
1303,Siaka Stevens,2021-06-30
1304,stinking yew,2021-06-30
1305,David Stirling,2022-04-26
1306,stony iron meteorite,2021-06-30
1307,stony meteorite,2021-06-30
1308,stop,2021-06-30
1310,Carl E. Stotz,2021-06-30
1311,Strafford,2021-06-30
1312,Gunnar Georg Emanuel Strang,2021-06-30
1313,West Nipissing,2021-06-30
1314,subsistence farming,2021-06-30
1315,substitution reaction,2021-06-30
1316,Sudirman Range,2021-06-30
1317,principle of sufficient reason,2021-06-30
1318,Sullivan,2021-06-30
1319,Sullivan,2021-06-30
1320,sunstone,2021-06-30
1321,sunyata,2021-06-30
1322,supernaturalism,2021-06-30
1323,Susquehanna,2021-06-30
1325,Stuart Symington,2021-06-30
1326,Miklos Szentkuthy,2021-06-30
1327,tahini,2021-09-30
1328,Tajong-gyo,2021-06-30
1329,Mikhail Nekhemyevich Tal,2023-02-23
1330,Talbot,2021-06-30
1331,Josep Tarradellas i Joan,2021-06-30
1332,Tattenai,2021-06-30
1333,Tattersalls,2021-06-30
1334,Lucy Hobbs Taylor,2021-06-30
1335,Télimélé,2021-06-30
1336,teliospore,2021-06-30
1337,temperature stress,2022-04-20
1338,Terry-Thomas,2021-06-30
1339,Tetum,2021-06-30
1340,thermonatrite,2021-06-30
1341,thixotropy,2021-06-30
1342,Dizang,2021-06-30
1343,Tiffin,2021-06-30
1344,tigon,2021-06-30
1345,Timucua,2021-06-30
1346,Tioga,2021-06-30
1347,ṭol,2021-06-30
1348,councils of Toledo,2021-06-30
1349,Frantisek Tomasek,2021-06-30
1350,tonguefish,2021-06-30
1351,tooth squeeze,2021-06-30
1352,torpor,2021-06-30
1353,tortilla,2021-10-04
1354,total internal reflection,2021-06-30
1355,Trade Disputes Act,2021-06-30
1356,tradición,2021-06-30
1357,trellis,2021-06-30
1358,Julian Trevelyan,2021-06-30
1359,trill,2021-06-30
1360,trusteeism,2021-06-30
1361,Tu-16,2021-06-30
1362,tubesnout,2021-06-30
1363,Tumbuka,2021-06-30
1364,Turkey work,2021-06-30
1365,Ukko,2021-06-30
1366,uli figure,2021-06-30
1367,ultimobranchial gland,2021-06-30
1368,Union,2021-06-30
1369,United Nations Capital Development Fund,2021-06-30
1370,United Nations Environment Programme,2021-06-30
1371,United Nations Industrial Development Organization,2021-06-30
1372,United Nations Institute for Training and Research,2021-06-30
1373,United Nations Research Institute for Social Development,2021-06-30
1374,urethral gland,2021-06-30
1375,Markos Vafiades,2021-06-30
1376,Vai,2021-06-30
1377,James Alward Van Fleet,2023-02-23
1378,Jimmy Van Heusen,2021-06-30
1379,Dame Peggy van Praagh,2021-06-30
1380,Venango,2021-06-30
1381,Vercors,2021-06-30
1382,virtual reality,2022-09-08
1383,Robert F. Wagner,2021-09-30
1384,wakan,2021-06-30
1385,Battle of Wandiwash,2021-06-30
1386,Warren,2021-06-30
1387,Harold Washington,2021-10-15
1388,Washington,2021-06-30
1389,Washington,2021-06-30
1390,Washington,2021-06-30
1392,wassail bowl,2021-06-30
1393,Wayne,2021-06-30
1394,Khalīl Ibrāhīm al-Wazīr,2021-06-30
1395,Albert Coady Wedemeyer,2021-06-30
1396,Lawrence Welk,2021-06-30
1397,Sándor Weöres,2021-06-30
1398,Westmoreland,2021-06-30
1399,Johann Gottfried Wetzstein,2021-06-30
1400,whale louse,2021-06-30
1401,whaleboat,2021-06-30
1403,White River,2021-06-30
1404,Brett Whiteley,2021-06-30
1405,Cornelius Vanderbilt Whitney,2021-06-30
1406,Wicomico,2021-06-30
1407,Widmanstätten pattern,2021-06-30
1408,Cornel Wilde,2021-06-30
1409,Roy Lee Williams,2021-06-30
1410,window fly,2021-06-30
1411,wing nut,2021-06-30
1412,Winnetka Plan,2021-06-30
1413,Wise Men of Gotham,2021-06-30
1414,Worcester,2021-06-30
1415,World Confederation of Labour,2021-06-30
1416,World Convention of Churches of Christ,2021-06-30
1417,World Council of Service Clubs,2021-06-30
1418,Wyoming,2021-06-30
1419,York,2021-06-30
1420,Yoruba states,2021-06-30
1421,Yun Po Sŏn,2021-06-30
1422,Zemes māte,2021-06-30
1423,zoophilia,2021-06-30
1424,Antoni Zygmund,2021-06-30
1425,Canadian Labour Congress,2021-06-30
1427,Iliad,2021-06-30
1428,inulin clearance,2021-06-30
1429,creatinine clearance,2021-06-30
1430,CD-ROM,2021-06-30
1431,Bornu,2021-06-30
1432,Alchevsk,2021-06-30
1433,Amadeus Quartet,2021-06-30
1434,Elaine de Kooning,2021-06-30
1435,Olympic Airlines,2021-06-30
1436,Mandsaur,2021-06-30
1437,American Labor Party,2021-06-30
1438,Great Rift Valley,2021-06-30
1439,Rift Valley,2021-06-30
1440,Rustavi,2021-06-30
1441,rustication,2021-06-30
1443,Jean-Jacques Barthélemy,2021-06-30
1446,Feynman diagram,2023-02-28
1447,Eastern Rift Valley,2021-06-30
1448,Western Rift Valley,2021-06-30
1449,annalist,2021-06-30
1450,Adige River,2021-06-30
1451,Upper Yosemite Fall,2021-06-30
1452,Uppingham,2021-06-30
1453,University of Chicago Laboratory Schools,2021-06-30
1454,Bayard Rustin,2021-06-30
1455,Unocal Corporation,2021-06-30
1456,Stephen Cole Kleene,2021-06-30
1457,Marlborough,2022-01-19
1458,Internet,2023-04-26
1459,interactive media,2022-02-17
1460,Maastricht Treaty,2021-06-30
1461,Interlochen,2021-06-30
1462,International Refugee Organization,2021-06-30
1463,Arthur Giry,2021-06-30
1464,"Louis de Durfort, 2nd earl of Feversham",2021-06-30
1465,hydrilla,2021-06-30
1466,lithopone,2021-06-30
1467,Feyẕābād,2021-06-30
1468,Onitsha market literature,2021-06-30
1470,Joe Masseria,2021-06-30
1471,Raymond Massey,2021-06-30
1472,Linoproductus,2021-06-30
1473,Enterprise,2021-06-30
1474,Enugu,2021-06-30
1475,Eocene Series,2021-06-30
1476,Lesosibirsk,2021-06-30
1477,Mali,2021-06-30
1478,Joseph Nicolas Nicollet,2021-06-30
1479,Museum of Fine Arts,2021-09-22
1481,Theodore Fink,2021-06-30
1482,Finisterre Range,2021-06-30
1483,monologue,2021-06-30
1484,La Nouvelle Revue française,2021-06-30
1488,optical storage,2021-06-30
1489,operating system,2021-06-30
1490,social learning,2021-06-30
1491,optical axis,2021-06-30
1492,Mocoa,2021-06-30
1493,Mieczysław Moczar,2021-06-30
1494,monolithic filter,2021-06-30
1495,Fritz von Opel,2021-06-30
1496,Opelika,2021-06-30
1497,Eugene Lindsay Opie,2021-06-30
1498,Opus,2021-06-30
1499,opus alexandrinum,2021-06-30
1500,Stephen Breyer,2022-06-30
1501,Urayasu,2021-06-30
1502,Slobodan Milošević,2021-06-30
1503,Milovan Milovanović,2021-06-30
1504,Selkirk,2021-06-30
1505,Francis Selormey,2021-06-30
1506,Hans Selye,2021-06-30
1507,Seminole,2021-06-30
1508,Thomas Fortune Ryan,2021-06-30
1509,Turin faience,2021-06-30
1510,Turing machine,2021-06-30
1511,Turing test,2023-02-07
1512,Workingmens Party,2021-06-30
1513,Workington,2021-06-30
1514,workstation,2021-06-30
1515,Martin Ritt,2021-06-30
1516,"Thomas, 1st Marquess Wharton",2021-06-30
1517,World Food Council,2021-06-30
1518,World Food Programme,2021-06-30
1519,Öndörhaan,2021-06-30
1520,Ondangwa,2021-06-30
1521,Carlos Surinach,2021-06-30
1522,Microsoft Corporation,2023-03-03
1523,Midas,2021-06-30
1524,Laurence Sterne,2021-06-30
1525,Chemnitz,2021-06-30
1527,Harmonic Drive,2022-01-27
1528,Bertram N. Brockhouse,2021-06-30
1529,Alfred G. Gilman,2021-06-30
1530,John C. Harsanyi,2021-06-30
1531,John Nash,2023-02-10
1532,George A. Olah,2021-06-30
1533,Reinhard Selten,2021-06-30
1534,Clifford G. Shull,2021-06-30
1535,Martin Rodbell,2021-06-30
1537,Berry,2021-06-30
1538,electrophile,2021-06-30
1539,General Foods Corporation,2021-06-30
1540,J.I.M. Stewart,2021-06-30
1541,ellipse,2021-06-30
1542,Bahāʾī Faith,2022-03-14
1543,alpaca,2021-06-30
1544,George Frideric Handel,2021-06-30
1545,Gregory XVI,2021-06-30
1546,Atlanta,2023-04-14
1547,Arc de Triomphe,2021-10-15
1548,arms control,2021-06-30
1549,Luigi Cadorna,2021-06-30
1550,Benoît de Sainte-Maure,2021-06-30
1551,Belaya River,2021-06-30
1552,Belgrade,2023-04-19
1553,Bikaner,2022-01-19
1554,Bikini,2021-08-26
1555,Steve Biko,2021-06-30
1556,Bilbao,2021-06-30
1557,Allan Robert Border,2021-06-30
1558,Paris Bordone,2021-06-30
1559,carpet shark,2022-04-20
1560,casino,2021-06-30
1561,Eifelian Stage,2023-03-16
1562,electronic game,2021-11-01
1563,e-mail,2023-01-09
1564,diabetes insipidus,2021-06-30
1565,diabetes mellitus,2021-06-30
1566,Diadochus Of Photice,2021-06-30
1567,Adolf von Harnack,2022-04-19
1568,Anisian Stage,2023-03-16
1570,arteriosclerosis,2021-06-30
1571,artery,2021-06-30
1572,Jacob van Artevelde,2021-06-30
1574,aviation,2022-08-04
1576,Bokaro,2021-06-30
1577,Burdigalian Stage,2023-03-16
1578,Denis Parsons Burkitt,2021-06-30
1579,Burkitt lymphoma,2021-06-30
1580,Calabrian Stage,2023-03-16
1582,Carisbrooke,2021-06-30
1583,Dutse,2021-06-30
1584,Wayne Gretzky,2022-03-02
1586,Leroy Randle Grumman,2021-06-30
1587,Achilles paradox,2021-12-14
1588,Joseph Addison,2021-06-30
1589,addition reaction,2021-06-30
1590,barcode,2021-06-30
1591,Bar Hebraeus,2021-06-30
1592,Anacreon,2021-06-30
1593,Anglo-Saxon,2021-06-30
1594,Jaʿfar al-ʿAskarī,2021-06-30
1595,jade,2021-06-30
1596,Xianfeng,2021-06-30
1597,Barremian Stage,2023-03-16
1598,Bartonian Stage,2023-03-16
1599,Haggadah,2021-06-30
1600,Haggada,2021-06-30
1601,Argonne National Laboratory,2021-06-30
1602,ASCII,2022-04-11
1603,ash,2023-04-19
1604,Asseb,2021-06-30
1605,Hafez al-Assad,2021-06-30
1606,almanac,2021-06-30
1607,Émile Ollivier,2021-06-30
1608,Olmec,2021-09-30
1609,Jean Bodin,2021-06-30
1610,Boeing Company,2023-03-06
1611,Georg Böhm,2021-06-30
1612,cache memory,2021-06-30
1613,Cacheu,2021-06-30
1614,Jackson Pollock,2023-04-30
1616,Dobruja,2021-06-30
1617,double refraction,2021-06-30
1618,Nikolaus von Dreyse,2021-06-30
1619,drumlin,2021-06-30
1620,Durfort Family,2021-06-30
1621,John C. Garand,2021-06-30
1622,headache,2021-06-30
1623,cybercrime,2023-01-25
1624,computer graphics,2021-06-30
1625,computer network,2021-06-30
1626,computer security,2021-06-30
1627,computer simulation,2021-06-30
1628,computer virus,2021-06-30
1629,hyperlink,2021-06-30
1631,Jalingo,2021-06-30
1632,expert system,2021-06-30
1633,extraterrestrial life,2023-04-21
1634,Famennian Stage,2023-03-16
1635,embryology,2023-03-10
1636,IBM,2021-06-30
1637,Ioánnina,2021-06-30
1638,Itsekiri,2021-06-30
1639,Isaiah ben Judah Loeb Berlin,2021-06-30
1640,Enrico Berlinguer,2021-06-30
1641,archery,2021-06-30
1642,Archilochus,2021-06-30
1643,Bathonian Stage,2023-03-16
1644,Arundel,2021-06-30
1645,Atyrau,2021-06-30
1648,Jan Hendrik Leopold,2021-06-30
1649,Merovingian dynasty,2021-06-30
1650,ʿAbd Allāh ibn Saʿd ibn Abī Sarḥ,2021-06-30
1651,"Heinrich, baron von Haymerle",2021-06-30
1652,Sir Ralph Abercromby,2021-06-30
1653,William Aberhart,2021-06-30
1654,Abijah,2021-06-30
1655,Vittoria Accoramboni,2021-06-30
1656,Goodman Ace,2021-06-30
1657,Charles Francis Adams III,2021-06-30
1658,Adonijah,2021-06-30
1659,Joe Adonis,2021-06-30
1660,ʿĀlamgīr II,2021-06-30
1661,Agasias,2021-06-30
1662,Ageladas,2021-06-30
1663,Agesander,2021-10-15
1664,Giovanni Agnelli,2021-06-30
1665,Umberto Agnelli,2021-06-30
1666,Agnes of Poitou,2021-06-30
1667,Agoracritus,2021-06-30
1668,Jean Aicard,2021-06-30
1669,Ama Ata Aidoo,2021-06-30
1670,Gustave Aimard,2021-06-30
1671,Anouk Aimée,2021-06-30
1672,Henry Ainsworth,2021-06-30
1673,William Alabaster,2021-06-30
1674,Albinus,2021-06-30
1675,Bernard Siegfried Albinus,2021-06-30
1676,Alcidamas,2021-06-30
1677,John Alcock,2021-06-30
1678,Mark Aldanov,2021-06-30
1679,Robert Aldrich,2023-02-23
1680,Giulio Aleni,2021-06-30
1681,Alexandre Alexeïeff,2021-06-30
1682,Alexis,2021-06-30
1683,Warder Clyde Allee,2021-06-30
1684,"Louise Maximilienne Caroline, countess of Albany",2021-06-30
1685,Marc Allégret,2021-06-30
1686,Apgar Score System,2021-06-30
1687,Virginia Apgar,2021-06-30
1688,Barabbas,2021-06-30
1689,Rosa Parks,2021-06-30
1690,Alfred Schnittke,2021-06-30
1691,Hanna Suchocka,2021-06-30
1692,Judith Jamison,2021-12-14
1695,Chaves,2021-06-30
1696,Colfax,2021-06-30
1697,Curry,2021-06-30
1700,Eddy,2021-06-30
1701,Grant,2021-06-30
1702,Guadalupe,2021-06-30
1704,Hidalgo,2021-06-30
1706,Lincoln,2021-06-30
1707,Los Alamos,2021-06-30
1708,Luna,2021-06-30
1711,Otero,2021-09-13
1713,helium,2021-06-30
1714,San Juan,2021-06-30
1719,San Miguel,2021-06-30
1720,Sierra,2021-06-30
1721,Socorro,2021-06-30
1722,Taos,2021-06-30
1723,Torrance,2021-06-30
1724,Union,2021-06-30
1725,Valencia,2021-06-30
1726,Santa Fe,2021-06-30
1727,free-trade zone,2021-06-30
1728,Yury Valentinovich Knorozov,2021-06-30
1729,Nike missile,2021-06-30
1730,Treaties of Nijmegen,2021-06-30
1731,Drava River,2021-06-30
1732,kirsch,2021-06-30
1733,Italo Montemezzi,2021-06-30
1734,multiprocessing,2021-11-11
1735,multitasking,2021-06-30
1736,merchant marine,2021-06-30
1737,Jean Bernard,2021-06-30
1738,Kavaratti,2021-06-30
1739,Walter Krueger,2021-06-30
1740,Leonid Kuchma,2021-06-30
1741,Berriasian Stage,2023-03-16
1742,John Bainbridge,2021-06-30
1743,Sir Richard Baker,2021-06-30
1744,Filippo Baldinucci,2021-06-30
1745,Robert Balfour,2021-06-30
1746,Sir James Balfour,2021-06-30
1747,John Banister,2021-06-30
1748,Granville Bantock,2021-06-30
1749,Anna Laetitia Barbauld,2021-06-30
1750,Brigitte Bardot,2021-06-30
1751,Maurice Baring,2021-06-30
1752,Ernest William Barnes,2021-06-30
1753,Daniello Bartoli,2021-06-30
1754,Saul Bass,2021-06-30
1755,Marston Bates,2021-06-30
1756,Percy Bates,2023-04-07
1757,"Allen Bathurst, 1st Earl Bathurst",2021-06-30
1758,"Henry Bathurst, 2nd Earl Bathurst",2021-06-30
1759,Bathycles,2021-06-30
1760,Margaret Beaufort,2021-06-30
1761,Franz Beckenbauer,2021-06-30
1762,Boris Becker,2022-12-20
1763,Charles Eugene Bedaux,2021-06-30
1764,"Alonso de la Cueva, marqués de Bedmar",2021-06-30
1765,August Immanuel Bekker,2021-06-30
1766,Sir Edward Belcher,2021-06-30
1767,Josephine Bell,2021-06-30
1768,Giano della Bella,2021-06-30
1769,Robert Neelly Bellah,2021-06-30
1770,Sir Richard Rodney Bennett,2021-06-30
1771,E.F. Benson,2021-06-30
1772,Alphonse-Marie Bérenger,2021-06-30
1773,"Charles William de la Poer Beresford, 1st Baron Beresford",2021-06-30
1774,Berke,2021-06-30
1775,Pierre-Antoine Berryer,2021-06-30
1776,Jean de Caen Bertaut,2021-06-30
1777,Berthold der Schwarze,2021-06-30
1778,Marcus Calpurnius Bibulus,2021-06-30
1779,John Shaw Billings,2021-06-30
1780,Pavlof Volcano,2021-06-30
1781,Motown,2021-06-30
1782,Niigata,2021-06-30
1783,Theodor Billroth,2021-06-30
1784,Billung dynasty,2021-06-30
1785,Bimbisara,2021-06-30
1786,Caleb Bingham,2021-06-30
1787,Bion of Borysthenes,2021-06-30
1788,Werner Bischof,2021-06-30
1789,Gunnar Björnstrand,2021-06-30
1790,Boris Blacher,2021-06-30
1791,Black Bart,2021-06-30
1792,George Black,2021-06-30
1793,Harold Stephen Black,2021-06-30
1794,Henry William Blair,2021-06-30
1795,Edward Blake,2021-06-30
1796,George Blake,2021-06-30
1797,Lyman Reed Blake,2021-06-30
1798,Rufino Blanco-Fombona,2021-06-30
1799,Adolphe Blanqui,2021-06-30
1800,John Blenkinsop,2021-06-30
1801,Nathaniel Bliss,2021-06-30
1802,Jean-Richard Bloch,2021-06-30
1803,Boyd H. Bode,2021-06-30
1804,Johann Elert Bode,2021-06-30
1805,Barbara Leigh Smith Bodichon,2021-06-30
1806,Herbert Eugene Bolton,2021-06-30
1807,Horatius Bonar,2021-06-30
1808,Francesco Antonio Bonporti,2021-06-30
1809,John Boorman,2023-02-10
1810,Tancred Borenius,2021-06-30
1811,Robert de Boron,2021-06-30
1812,George Blandrata,2022-04-29
1813,Andrew Boorde,2021-06-30
1814,Castlemaine,2021-06-30
1815,Gisborne,2021-06-30
1817,Juan Boscán,2021-06-30
1818,Jonathan Boucher,2021-06-30
1819,Charles-Denis-Sauter Bourbaki,2021-06-30
1820,Louis Bourdaloue,2021-06-30
1821,Louis Bourgault-Ducoudray,2021-06-30
1822,John Bowen,2021-06-30
1823,Zabdiel Boylston,2022-08-16
1824,Jack Brabham,2021-10-15
1825,Sir Malcolm Bradbury,2021-06-30
